BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201705,27,1600,201705,27,1700,114982,689886,KENTUCKY,21,2017,0001-05-01,Flash Flood,C,65,ESTILL,JKL,27-MAY-17 16:00:00,EST-5,27-MAY-17 17:00:00,0,0,0,0,1.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1,NNW,IRVINE,0,N,IRVINE,37.7096,-83.9738,37.7044,-83.9701,"Numerous strong to severe thunderstorms caused wind damage, flash flooding, and dropped large hail across eastern Kentucky during the afternoon and evening hours of Saturday, May 27, 2017. The largest hail reported occurred in Powell County and was the size of golf balls. The worst flooding occurred in Pulaski County, where several feet of water was over a road near Shopville for a short period of time. Hail was the primary severe weather mode during this event, with numerous occurrences of quarter size hail reported across the area. Additionally, lightning struck a tree near Clay City, causing a tree to fall on a home.",Sweet Lick Rd at the 400 block was closed due to high water.  Maple Street was down to one lane for a short period of time. Main Street at Rice Street at a construction  site had approximately 6 inches of rock blocking the roadway.,CSV
201705,27,1830,201705,27,1900,114982,689887,KENTUCKY,21,2017,0001-05-01,Flash Flood,C,133,LETCHER,JKL,27-MAY-17 18:30:00,EST-5,27-MAY-17 19:00:00,0,0,0,0,1.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,1,SW,DONGOLA,1,SSE,DONGOLA,37.09,-82.84,37.0898,-82.8266,"Numerous strong to severe thunderstorms caused wind damage, flash flooding, and dropped large hail across eastern Kentucky during the afternoon and evening hours of Saturday, May 27, 2017. The largest hail reported occurred in Powell County and was the size of golf balls. The worst flooding occurred in Pulaski County, where several feet of water was over a road near Shopville for a short period of time. Hail was the primary severe weather mode during this event, with numerous occurrences of quarter size hail reported across the area. Additionally, lightning struck a tree near Clay City, causing a tree to fall on a home.",State Route 931 was closed briefly due to flooding.,CSV
201705,27,1910,201705,28,5,114982,689888,KENTUCKY,21,2017,0001-05-01,Flash Flood,C,199,PULASKI,JKL,27-MAY-17 19:10:00,EST-5,28-MAY-17 00:05:00,0,0,0,0,1.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,1,W,SCIENCE HILL,1,WNW,NORWOOD,37.18,-84.64,37.1552,-84.6428,"Numerous strong to severe thunderstorms caused wind damage, flash flooding, and dropped large hail across eastern Kentucky during the afternoon and evening hours of Saturday, May 27, 2017. The largest hail reported occurred in Powell County and was the size of golf balls. The worst flooding occurred in Pulaski County, where several feet of water was over a road near Shopville for a short period of time. Hail was the primary severe weather mode during this event, with numerous occurrences of quarter size hail reported across the area. Additionally, lightning struck a tree near Clay City, causing a tree to fall on a home.",Over 6 inches of water was flowing across a road leading into Science Hill.,CSV
201705,27,2140,201705,28,6,114982,689894,KENTUCKY,21,2017,0001-05-01,Flash Flood,C,121,KNOX,JKL,27-MAY-17 21:40:00,EST-5,28-MAY-17 00:06:00,0,0,0,0,1.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1,N,HIMYAR,1,N,HIMYAR,36.8436,-83.7814,36.8398,-83.7819,"Numerous strong to severe thunderstorms caused wind damage, flash flooding, and dropped large hail across eastern Kentucky during the afternoon and evening hours of Saturday, May 27, 2017. The largest hail reported occurred in Powell County and was the size of golf balls. The worst flooding occurred in Pulaski County, where several feet of water was over a road near Shopville for a short period of time. Hail was the primary severe weather mode during this event, with numerous occurrences of quarter size hail reported across the area. Additionally, lightning struck a tree near Clay City, causing a tree to fall on a home.",Knox county dispatch reported that water was flowing across Evergreen Rd near Flat. A deputy on patrol also reported that he had driven through flood waters that covered the tires of his car.,CSV
201705,27,2102,201705,27,2102,115140,691156,KENTUCKY,21,2017,0001-05-01,Flash Flood,C,57,CUMBERLAND,LMK,27-MAY-17 21:02:00,CST-6,27-MAY-17 21:02:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,1,W,DOUGAN TOWN,0,WSW,DOUGAN TOWN,36.8,-85.37,36.7965,-85.3569,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",State officials received many reports of high water over many roadways across the county.,CSV
201705,27,1440,201705,27,1440,115140,691157,KENTUCKY,21,2017,0001-05-01,Hail,C,21,BOYLE,LMK,27-MAY-17 14:40:00,EST-5,27-MAY-17 14:40:00,0,0,0,0,0.00K,0.00K,Broadcast Media,1.00,,,,,,,,,,,2,E,ATOKA,2,E,ATOKA,37.65,-84.83,37.65,-84.83,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",,CSV
201705,27,1710,201705,27,1710,115140,691158,KENTUCKY,21,2017,0001-05-01,Hail,C,217,TAYLOR,LMK,27-MAY-17 17:10:00,EST-5,27-MAY-17 17:10:00,0,0,0,0,0.00K,0.00K,Emergency Manager,1.00,,,,,,,,,,,1,ENE,LORAIN,1,ENE,LORAIN,37.36,-85.36,37.36,-85.36,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",,CSV
201705,27,1742,201705,27,1742,115140,691159,KENTUCKY,21,2017,0001-05-01,Hail,C,217,TAYLOR,LMK,27-MAY-17 17:42:00,EST-5,27-MAY-17 17:42:00,0,0,0,0,0.00K,0.00K,Law Enforcement,1.00,,,,,,,,,,,1,N,CAMPBELLSVILLE,1,N,CAMPBELLSVILLE,37.35,-85.35,37.35,-85.35,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",,CSV
201705,27,1714,201705,27,1714,115140,691160,KENTUCKY,21,2017,0001-05-01,Hail,C,87,GREEN,LMK,27-MAY-17 17:14:00,CST-6,27-MAY-17 17:14:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,1,S,GREENSBURG,1,S,GREENSBURG,37.26,-85.5,37.26,-85.5,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",,CSV
201704,5,1330,201704,5,1900,114327,690198,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,11,LYON,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690199,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,13,CALDWELL,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690200,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,12,TRIGG,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690201,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,17,CHRISTIAN,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,38.00,MG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,30,1050,201704,30,1600,114965,689605,KENTUCKY,21,2017,0001-04-01,Flash Flood,C,105,HICKMAN,PAH,30-APR-17 10:50:00,CST-6,30-APR-17 16:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3,SSW,CROLEY,2,WNW,CLINTON,36.5888,-88.9515,36.6762,-89.0181,"Localized flooding developed after a series of weakening thunderstorm complexes crossed western Kentucky during the night of the 29th and morning of the 30th. These storms occurred near a surface front which sagged southward across the region during the evening, then returned north as a warm front the following morning.","Numerous roads were closed due to flooding. Portions of Highways 51 and 58 were closed due to swift water, and highway personnel were on-site to monitor both closures. Numerous creeks and streams were out of their banks. Emergency management officials reported at least one water rescue was conducted. A trained spotter measured 3.75 inches a few miles southeast of Clinton during the overnight and early morning storms.",CSV
201705,27,1819,201705,27,1819,115140,691161,KENTUCKY,21,2017,0001-05-01,Hail,C,217,TAYLOR,LMK,27-MAY-17 18:19:00,EST-5,27-MAY-17 18:19:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,0,N,ELK HORN,0,N,ELK HORN,37.32,-85.28,37.32,-85.28,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",,CSV
201705,27,1739,201705,27,1739,115140,691166,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,141,LOGAN,LMK,27-MAY-17 17:39:00,CST-6,27-MAY-17 17:39:00,0,0,0,0,0.00K,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,WSW,OAKVILLE,1,WSW,OAKVILLE,36.74,-86.89,36.74,-86.89,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Local law enforcement reported trees down across the area.,CSV
201705,27,1833,201705,27,1833,115140,691167,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,217,TAYLOR,LMK,27-MAY-17 18:33:00,EST-5,27-MAY-17 18:33:00,0,0,0,0,50.00K,0.00K,Trained Spotter,53.00,EG,,,,,,,,,,1,N,CAMPBELLSVILLE,1,N,CAMPBELLSVILLE,37.35,-85.35,37.35,-85.35,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Trained spotters reported trees down and a roof blown off a home 2 miles northwest of Campbellsville.,CSV
201705,27,1924,201705,27,1924,115140,691168,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,223,TRIMBLE,LMK,27-MAY-17 19:24:00,EST-5,27-MAY-17 19:24:00,0,0,0,0,0.00K,0.00K,Trained Spotter,53.00,EG,,,,,,,,,,1,N,BEDFORD,1,N,BEDFORD,38.6,-85.32,38.6,-85.32,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Trained spotters trees down across the area.,CSV
201704,3,1700,201704,3,1700,114323,685008,KENTUCKY,21,2017,0001-04-01,Hail,C,157,MARSHALL,PAH,03-APR-17 17:00:00,CST-6,03-APR-17 17:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.25,,,,,,,,,,,5,NE,BENTON,5,NE,BENTON,36.9212,-88.286,36.9212,-88.286,"Diurnal heating and cold 500 mb temperatures around minus 18 degrees Celsius promoted the development of isolated to scattered thunderstorms during the afternoon. Surface dew points were generally in the 50's, and instability became sufficient for locally intense storms as mixed-layer capes approached 1000 j/kg. A 500 mb trough axis over the Plains moved northeast across the Lower Ohio Valley in the afternoon, providing enough cold air aloft for the generation of storms with hail.",,CSV
201704,26,1805,201704,26,1805,114418,685943,KENTUCKY,21,2017,0001-04-01,Thunderstorm Wind,C,75,FULTON,PAH,26-APR-17 18:05:00,CST-6,26-APR-17 18:05:00,0,0,0,0,2.00K,0.00K,Public,56.00,EG,,,,,,,,,,2,WSW,CRUTCHFIELD,2,WSW,CRUTCHFIELD,36.569,-88.9713,36.569,-88.9713,"Temperatures warmed into the 80's ahead of a line of thunderstorms over northwest Tennessee and the Missouri Bootheel. The line of storms became severe as it moved rapidly northeast across the Purchase area of western Kentucky. The storms formed ahead of a cold front that extended southward from a low pressure center over the St. Louis area. A combination of moderate instability, sufficient wind shear, and steep low-level lapse rates supported locally damaging winds and an isolated tornado with these storms.",A barn roof was blown off along Highway 924.,CSV
201705,27,1819,201705,27,1819,115140,691169,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,217,TAYLOR,LMK,27-MAY-17 18:19:00,EST-5,27-MAY-17 18:19:00,0,0,0,0,0.00K,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,NNW,ATCHISON,1,NNW,ATCHISON,37.32,-85.31,37.32,-85.31,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Local law enforcement reported trees down across the area.,CSV
201705,27,1742,201705,27,1742,115140,691171,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,99,HART,LMK,27-MAY-17 17:42:00,CST-6,27-MAY-17 17:42:00,0,0,0,0,0.00K,0.00K,Trained Spotter,53.00,EG,,,,,,,,,,1,ENE,BONNIEVILLE,1,ENE,BONNIEVILLE,37.38,-85.9,37.38,-85.9,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Trained spotters reported numerous trees down across the county.,CSV
201705,27,1747,201705,27,1747,115140,691172,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,53,CLINTON,LMK,27-MAY-17 17:47:00,CST-6,27-MAY-17 17:47:00,0,0,0,0,0.00K,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,WNW,SEMINARY,1,WNW,SEMINARY,36.78,-85.24,36.78,-85.24,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Local law enforcement reported trees down across the area.,CSV
201705,27,1720,201705,27,1720,115140,691174,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,183,OHIO,LMK,27-MAY-17 17:20:00,CST-6,27-MAY-17 17:20:00,0,0,0,0,0.00K,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,WNW,DUNDEE,1,WNW,DUNDEE,37.56,-86.8,37.56,-86.8,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Local law enforcement reported downed trees across the county.,CSV
201704,16,1422,201704,16,1422,114403,685801,KENTUCKY,21,2017,0001-04-01,Thunderstorm Wind,C,7,BALLARD,PAH,16-APR-17 14:22:00,CST-6,16-APR-17 14:22:00,0,0,0,0,1.00K,0.00K,Law Enforcement,52.00,EG,,,,,,,,,,2,SE,BARLOW,2,SE,BARLOW,37.0295,-89.0244,37.0295,-89.0244,"Clusters and short lines of thunderstorms developed during the afternoon hours along a pre-frontal trough extending from northeast to southwest across the Lower Ohio Valley. The air mass was weakly unstable, with mixed-layer cape values generally around 1000 j/kg or less. However, steepening low-level lapse rates with diurnal heating and around 25 to 30 knots of mid-level wind flow promoted isolated damaging winds in the strongest cells.",A tree fell across Highway 1368.,CSV
201705,27,1730,201705,27,1730,115140,691176,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,57,CUMBERLAND,LMK,27-MAY-17 17:30:00,CST-6,27-MAY-17 17:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,53.00,EG,,,,,,,,,,1,NNE,PEYTONSBURG,1,NNE,PEYTONSBURG,36.65,-85.37,36.65,-85.37,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",The Cumberland County emergency manager reported numerous trees down across the county.,CSV
201705,27,1724,201705,27,1724,115140,691178,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,1,ADAIR,LMK,27-MAY-17 17:24:00,CST-6,27-MAY-17 17:24:00,0,0,0,0,0.00K,0.00K,Law Enforcement,53.00,EG,,,,,,,,,,1,NNW,KNIFLEY,1,NNW,KNIFLEY,37.25,-85.19,37.25,-85.19,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",Adair County law enforcement officials reported trees down in the area.,CSV
201705,27,1804,201705,27,1804,115140,691180,KENTUCKY,21,2017,0001-05-01,Thunderstorm Wind,C,207,RUSSELL,LMK,27-MAY-17 18:04:00,CST-6,27-MAY-17 18:04:00,0,0,0,0,20.00K,0.00K,State Official,53.00,EG,,,,,,,,,,1,N,JAMESTOWN,1,N,JAMESTOWN,36.99,-85.07,36.99,-85.07,"Warm and humid conditions developed across much of the lower Ohio Valley during the last week of May 2017. A complex of storm systems passed through the region, sparking widespread showers and thunderstorms. Severe thunderstorms developed during the afternoon and evening hours on May 27, producing flash flooding, large hail, and damaging winds. Flash flooding was intense enough to issue a Flash Flood Emergency in Taylor and Casey counties in Kentucky. Estimated radar rainfall estimates were 4-6 in a relatively short period of time, which caused the flash flooding.",State officials reported numerous trees down along with a few power lines.,CSV
201704,5,1330,201704,5,1900,114327,690202,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,22,TODD,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690203,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,21,MUHLENBERG,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690204,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,16,HOPKINS,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,38.00,MG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690205,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,15,WEBSTER,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,5,1330,201704,5,1900,114327,690206,KENTUCKY,21,2017,0001-04-01,Strong Wind,Z,20,MCLEAN,PAH,05-APR-17 13:30:00,CST-6,05-APR-17 19:00:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"A surface low pressure center between St. Louis, MO and Quincy, IL tracked east-northeastward during the afternoon. A warm front extended east-southeast from the low into the lower Ohio Valley. Behind the warm front, strong southwest winds gusted between 40 and 50 mph at times. Scattered thunderstorms increased during the afternoon as solar heating destabilized the atmosphere. Along the warm front, the strongest storm produced hail up to dime-size. Some of the peak wind gusts outside of thunderstorms included 48 mph at Owensboro, 44 mph at Hopkinsville and Paducah, and and 43 mph at Murray.",,CSV
201704,26,1817,201704,26,1817,114418,685928,KENTUCKY,21,2017,0001-04-01,Hail,C,39,CARLISLE,PAH,26-APR-17 18:17:00,CST-6,26-APR-17 18:17:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,0,E,BARDWELL,0,E,BARDWELL,36.87,-89.02,36.87,-89.02,"Temperatures warmed into the 80's ahead of a line of thunderstorms over northwest Tennessee and the Missouri Bootheel. The line of storms became severe as it moved rapidly northeast across the Purchase area of western Kentucky. The storms formed ahead of a cold front that extended southward from a low pressure center over the St. Louis area. A combination of moderate instability, sufficient wind shear, and steep low-level lapse rates supported locally damaging winds and an isolated tornado with these storms.",,CSV
